work_year,job_role,job_category,experience_level,employment_type,work_setting,company_location,company_size,salary_in_usd
2021,Statistician,Engineering,Mid-Level,Contract,In-person,Japan,Medium,136531
2022,Data Engineer,Engineering,Executive,Part-Time,Remote,United Kingdom,Small,39009
2020,Data Analyst,Analysis,Senior,Part-Time,Remote,Japan,Large,197796
2020,Data Engineer,Data Science,Entry-Level,Freelance,Hybrid,China,Medium,140847
2021,Data Engineer,Engineering,Entry-Level,Contract,Remote,United States,Small,81377
2020,Data Analyst,Analysis,Mid-Level,Full-Time,Hybrid,India,Small,98861
2021,Data Scientist,Engineering,Senior,Freelance,In-person,Japan,Small,169771
2021,Data Analyst,Analysis,Entry-Level,Contract,In-person,India,Large,164817
2020,Statistician,ML/AI,Executive,Contract,Remote,India,Small,140612
2022,Machine Learning Engineer,Data Science,Mid-Level,Freelance,Hybrid,China,Medium,74837
2020,Data Analyst,ML/AI,Entry-Level,Part-Time,In-person,United Kingdom,Medium,191866
2020,Data Engineer,Data Science,Entry-Level,Part-Time,Remote,Japan,Large,182270
2021,Data Engineer,ML/AI,Executive,Freelance,Remote,India,Medium,150791
2020,Data Analyst,Analysis,Senior,Contract,Remote,China,Medium,174561
2021,Machine Learning Engineer,Data Science,Senior,Full-Time,Remote,Germany,Large,80557
2022,Data Analyst,Engineering,Mid-Level,Contract,Remote,Mexico,Large,52474
2022,Machine Learning Engineer,Analysis,Mid-Level,Full-Time,Hybrid,India,Medium,86439
2022,Machine Learning Engineer,Data Science,Entry-Level,Full-Time,Remote,India,Medium,98213
2020,Statistician,Data Science,Mid-Level,Contract,Remote,Japan,Large,85296
2021,Data Engineer,Data Science,Entry-Level,Contract,Remote,Mexico,Large,195584
2022,Data Engineer,ML/AI,Executive,Contract,Remote,Germany,Small,106711
2021,Machine Learning Engineer,Data Science,Senior,Full-Time,Remote,India,Small,137727
2021,Data Engineer,Engineering,Senior,Part-Time,Remote,Japan,Small,31177
2022,Data Scientist,Data Science,Entry-Level,Full-Time,Remote,Japan,Large,30761
2022,Machine Learning Engineer,Engineering,Senior,Full-Time,In-person,China,Large,36458
2021,Data Engineer,Engineering,Executive,Full-Time,In-person,Mexico,Large,84775
2022,Data Scientist,Engineering,Mid-Level,Freelance,Remote,India,Small,181182
2021,Statistician,Analysis,Executive,Part-Time,Hybrid,United States,Medium,123789
2021,Data Engineer,Engineering,Senior,Full-Time,Remote,United States,Medium,156048
2022,Data Scientist,ML/AI,Executive,Full-Time,Hybrid,United Kingdom,Medium,148249
2020,Data Analyst,Data Science,Senior,Freelance,Hybrid,United States,Large,58433
2022,Data Analyst,Analysis,Executive,Full-Time,Hybrid,United States,Small,102715
2020,Data Scientist,Analysis,Mid-Level,Part-Time,Hybrid,Japan,Medium,44849
2021,Machine Learning Engineer,Data Science,Mid-Level,Full-Time,Hybrid,Japan,Large,99980
2021,Machine Learning Engineer,Engineering,Senior,Part-Time,In-person,China,Large,98500
2020,Data Engineer,Data Science,Senior,Part-Time,Remote,Mexico,Large,89891
2021,Data Analyst,Analysis,Mid-Level,Contract,In-person,India,Large,89866
2020,Machine Learning Engineer,Analysis,Executive,Freelance,In-person,Mexico,Large,153469
2020,Machine Learning Engineer,ML/AI,Executive,Freelance,Remote,Mexico,Small,106008
2021,Data Analyst,Data Science,Executive,Freelance,In-person,India,Large,33101
2020,Statistician,Data Science,Mid-Level,Contract,Remote,Japan,Medium,56990
2022,Machine Learning Engineer,Data Science,Entry-Level,Contract,Remote,India,Medium,99214
2022,Data Scientist,ML/AI,Senior,Part-Time,Remote,Japan,Small,64611
2021,Data Engineer,Analysis,Senior,Freelance,Remote,Mexico,Large,126265
2021,Machine Learning Engineer,Engineering,Mid-Level,Contract,Hybrid,Mexico,Medium,45958
2020,Machine Learning Engineer,Data Science,Entry-Level,Contract,Hybrid,United States,Medium,119786
2020,Statistician,ML/AI,Mid-Level,Contract,In-person,India,Large,97002
2020,Data Scientist,ML/AI,Executive,Part-Time,Remote,United States,Small,79887
2020,Data Engineer,Engineering,Executive,Full-Time,Remote,United Kingdom,Large,30339
2022,Machine Learning Engineer,Analysis,Senior,Contract,Remote,China,Large,140083
2022,Data Engineer,Data Science,Senior,Contract,Remote,China,Large,80528
2021,Data Analyst,Data Science,Senior,Contract,Hybrid,Mexico,Large,116639
2020,Machine Learning Engineer,ML/AI,Senior,Freelance,Hybrid,Mexico,Large,112624
2020,Machine Learning Engineer,Analysis,Executive,Freelance,Hybrid,India,Small,99260
2021,Data Analyst,Data Science,Executive,Contract,In-person,Mexico,Medium,136493
2020,Statistician,Engineering,Entry-Level,Part-Time,Remote,Japan,Large,83570
2020,Machine Learning Engineer,Analysis,Senior,Full-Time,Hybrid,China,Medium,51643
2020,Data Engineer,Analysis,Mid-Level,Freelance,Hybrid,Japan,Medium,90252
2020,Data Scientist,ML/AI,Entry-Level,Full-Time,Remote,China,Large,121580
2020,Data Engineer,Engineering,Senior,Contract,Hybrid,United Kingdom,Small,171406
2021,Statistician,Data Science,Entry-Level,Freelance,Remote,Japan,Small,128856
2020,Data Scientist,ML/AI,Senior,Full-Time,Remote,United States,Large,131795
2021,Data Engineer,Analysis,Entry-Level,Contract,Hybrid,Japan,Large,92977
2020,Data Engineer,Data Science,Senior,Freelance,In-person,United Kingdom,Small,30789
2022,Data Analyst,Data Science,Executive,Contract,Remote,Germany,Large,63941
2022,Statistician,Analysis,Entry-Level,Freelance,In-person,Germany,Large,30552
2022,Data Analyst,Data Science,Entry-Level,Full-Time,Hybrid,United States,Medium,49806
2022,Data Scientist,Data Science,Senior,Full-Time,Remote,Germany,Medium,66979
2021,Data Analyst,Engineering,Executive,Freelance,Remote,Mexico,Medium,169895
2021,Statistician,Data Science,Mid-Level,Part-Time,Hybrid,Japan,Medium,61980
2020,Machine Learning Engineer,ML/AI,Mid-Level,Contract,In-person,United Kingdom,Medium,30860
2022,Machine Learning Engineer,Engineering,Mid-Level,Full-Time,Hybrid,China,Small,30290
2021,Data Scientist,Data Science,Executive,Part-Time,Hybrid,United States,Small,72417
2020,Machine Learning Engineer,Engineering,Executive,Freelance,Hybrid,Germany,Large,109880
2020,Data Analyst,Analysis,Senior,Full-Time,In-person,Japan,Medium,166942
2021,Data Scientist,Analysis,Mid-Level,Full-Time,Remote,China,Large,63397
2022,Statistician,Data Science,Mid-Level,Contract,Remote,China,Small,135311
2020,Data Scientist,Data Science,Mid-Level,Part-Time,Hybrid,Japan,Small,46186
2022,Data Scientist,Data Science,Entry-Level,Contract,Hybrid,India,Large,145162
2022,Data Engineer,Engineering,Entry-Level,Freelance,In-person,India,Large,182088
2022,Data Engineer,Data Science,Executive,Full-Time,Hybrid,Mexico,Small,99616
2020,Data Scientist,Data Science,Mid-Level,Part-Time,In-person,United Kingdom,Small,108508
2022,Machine Learning Engineer,ML/AI,Executive,Contract,In-person,Mexico,Medium,97296
2020,Data Engineer,Analysis,Entry-Level,Part-Time,In-person,Mexico,Large,172346
2022,Statistician,ML/AI,Executive,Freelance,Hybrid,United States,Medium,53304
2020,Data Analyst,ML/AI,Entry-Level,Full-Time,Remote,Germany,Small,126161
2022,Data Engineer,Analysis,Senior,Part-Time,In-person,Germany,Small,44705
2021,Data Scientist,ML/AI,Mid-Level,Freelance,Remote,Japan,Medium,197401
2022,Machine Learning Engineer,ML/AI,Executive,Freelance,In-person,Germany,Small,82996
2022,Data Analyst,ML/AI,Executive,Full-Time,Hybrid,Mexico,Small,40607
2020,Data Engineer,Engineering,Mid-Level,Contract,In-person,United Kingdom,Medium,60006
2020,Machine Learning Engineer,Engineering,Entry-Level,Full-Time,In-person,India,Small,108554
2022,Machine Learning Engineer,ML/AI,Mid-Level,Full-Time,Remote,Japan,Large,146196
2021,Machine Learning Engineer,Analysis,Mid-Level,Part-Time,Hybrid,United States,Large,181566
2021,Data Scientist,ML/AI,Entry-Level,Part-Time,In-person,Japan,Medium,182309
2020,Statistician,ML/AI,Entry-Level,Contract,Hybrid,Mexico,Medium,70963
2021,Machine Learning Engineer,Engineering,Executive,Freelance,Remote,Germany,Small,191613
2022,Data Analyst,ML/AI,Entry-Level,Part-Time,Hybrid,United Kingdom,Medium,33447
2020,Data Engineer,ML/AI,Entry-Level,Contract,Hybrid,Mexico,Large,57156
2022,Data Analyst,Analysis,Mid-Level,Full-Time,Remote,United States,Medium,197631
2020,Data Scientist,Engineering,Mid-Level,Freelance,In-person,Japan,Large,182537
2020,Data Scientist,Data Science,Executive,Full-Time,In-person,Germany,Medium,72120
2020,Data Analyst,Engineering,Entry-Level,Freelance,Hybrid,Japan,Small,112753
2020,Statistician,Analysis,Entry-Level,Part-Time,In-person,United States,Medium,40190
2021,Data Scientist,Data Science,Senior,Full-Time,Remote,Mexico,Medium,93394
2022,Data Scientist,Analysis,Senior,Full-Time,Hybrid,Germany,Medium,35335
2022,Data Analyst,ML/AI,Senior,Freelance,Hybrid,India,Large,186850
2022,Data Scientist,Engineering,Executive,Contract,In-person,China,Medium,179631
2020,Statistician,ML/AI,Senior,Freelance,In-person,United States,Medium,50557
2021,Statistician,ML/AI,Executive,Part-Time,In-person,India,Large,131092
2022,Statistician,Engineering,Entry-Level,Contract,Hybrid,India,Large,127074
2021,Data Engineer,Analysis,Senior,Full-Time,In-person,Germany,Medium,50575
2020,Statistician,Data Science,Mid-Level,Full-Time,Hybrid,Japan,Large,102848
2022,Statistician,Data Science,Senior,Full-Time,In-person,Mexico,Large,143216
2021,Data Engineer,Engineering,Entry-Level,Part-Time,Hybrid,Japan,Medium,34616
2020,Machine Learning Engineer,Engineering,Mid-Level,Full-Time,Hybrid,United Kingdom,Small,194835
2021,Data Scientist,Analysis,Executive,Full-Time,Hybrid,United States,Medium,63124
2022,Statistician,Engineering,Entry-Level,Contract,In-person,United States,Medium,163662
2022,Data Scientist,Engineering,Mid-Level,Part-Time,In-person,Mexico,Small,191942
2020,Data Analyst,Analysis,Senior,Full-Time,Remote,Germany,Medium,39534
2020,Data Scientist,Analysis,Executive,Contract,Hybrid,Germany,Medium,37921
2020,Data Engineer,ML/AI,Senior,Full-Time,In-person,United Kingdom,Large,162763
2021,Data Scientist,Engineering,Mid-Level,Contract,Remote,United Kingdom,Medium,72042
2021,Data Scientist,Data Science,Mid-Level,Full-Time,Remote,India,Small,81209
2021,Data Scientist,Engineering,Entry-Level,Part-Time,In-person,China,Small,83603
2020,Machine Learning Engineer,Data Science,Executive,Freelance,Hybrid,United Kingdom,Large,74377
2022,Machine Learning Engineer,Data Science,Executive,Part-Time,Remote,Japan,Medium,69705
2022,Data Analyst,Data Science,Mid-Level,Contract,Remote,India,Medium,126492
2021,Data Engineer,ML/AI,Entry-Level,Full-Time,Hybrid,China,Medium,179836
2021,Data Scientist,Analysis,Mid-Level,Part-Time,In-person,United Kingdom,Medium,45783
2022,Data Scientist,Analysis,Mid-Level,Full-Time,Hybrid,China,Small,38515
2022,Data Scientist,ML/AI,Executive,Part-Time,Hybrid,Japan,Small,163142
2021,Data Scientist,Analysis,Senior,Contract,In-person,Japan,Large,112850
2021,Machine Learning Engineer,ML/AI,Senior,Freelance,Remote,India,Medium,174843
2022,Data Analyst,Engineering,Executive,Part-Time,Hybrid,India,Small,126776
2020,Statistician,Data Science,Mid-Level,Full-Time,Remote,Japan,Large,94206
2021,Data Engineer,Analysis,Executive,Full-Time,Remote,Germany,Small,113364
2022,Data Scientist,Analysis,Entry-Level,Full-Time,Remote,Mexico,Small,140532
2022,Data Analyst,Engineering,Executive,Contract,In-person,India,Large,148090
2022,Statistician,ML/AI,Entry-Level,Contract,Remote,Mexico,Medium,50936
2022,Data Analyst,Engineering,Mid-Level,Freelance,Hybrid,United States,Large,121618
2020,Machine Learning Engineer,Data Science,Mid-Level,Full-Time,Hybrid,Germany,Large,178977
2022,Statistician,ML/AI,Entry-Level,Freelance,Hybrid,United States,Large,164170
2021,Data Analyst,Engineering,Executive,Full-Time,In-person,China,Large,57020
2020,Machine Learning Engineer,Engineering,Mid-Level,Part-Time,Hybrid,China,Large,152043
2022,Data Analyst,Analysis,Executive,Part-Time,In-person,China,Large,40985
2020,Data Analyst,ML/AI,Senior,Part-Time,Remote,United Kingdom,Large,169355
2021,Statistician,Data Science,Mid-Level,Full-Time,Remote,India,Medium,159100
2022,Machine Learning Engineer,Data Science,Executive,Part-Time,In-person,India,Large,149635
2021,Data Scientist,ML/AI,Executive,Full-Time,In-person,Japan,Medium,76323
2022,Data Engineer,ML/AI,Senior,Freelance,In-person,Mexico,Medium,67708
2022,Statistician,Engineering,Executive,Contract,Remote,India,Small,100298
2022,Machine Learning Engineer,Analysis,Entry-Level,Part-Time,In-person,Mexico,Large,130057
2022,Data Analyst,Analysis,Mid-Level,Full-Time,Remote,China,Medium,35054
2022,Machine Learning Engineer,Analysis,Entry-Level,Full-Time,Remote,United States,Small,149580
2020,Data Engineer,ML/AI,Senior,Freelance,Hybrid,Germany,Small,101317
2022,Data Engineer,Analysis,Entry-Level,Freelance,Remote,United Kingdom,Large,93304
2022,Data Scientist,Engineering,Executive,Contract,In-person,Mexico,Large,46471
2020,Data Scientist,Data Science,Executive,Freelance,In-person,Mexico,Small,131266
2020,Data Engineer,ML/AI,Senior,Contract,In-person,Germany,Large,155022
2020,Statistician,Analysis,Entry-Level,Contract,Remote,United States,Medium,56527
2020,Statistician,Data Science,Senior,Freelance,Remote,United Kingdom,Medium,73250
2020,Data Analyst,Data Science,Entry-Level,Contract,Hybrid,Mexico,Large,149917
2020,Data Scientist,Engineering,Entry-Level,Part-Time,Hybrid,Japan,Large,42029
2022,Data Analyst,Analysis,Entry-Level,Contract,In-person,India,Medium,71583
2022,Data Scientist,Analysis,Senior,Full-Time,Remote,India,Large,132061
2021,Data Engineer,ML/AI,Senior,Full-Time,In-person,Japan,Small,133100
2022,Statistician,ML/AI,Mid-Level,Full-Time,In-person,United States,Medium,98147
2022,Statistician,Analysis,Entry-Level,Freelance,In-person,Mexico,Small,169425
2020,Data Engineer,ML/AI,Entry-Level,Full-Time,Hybrid,Japan,Small,73042
2020,Data Analyst,Analysis,Entry-Level,Freelance,In-person,Mexico,Small,123125
2022,Data Analyst,Engineering,Entry-Level,Full-Time,Hybrid,China,Small,106604
2021,Machine Learning Engineer,ML/AI,Entry-Level,Contract,Remote,Mexico,Large,85918
2020,Data Scientist,Analysis,Entry-Level,Freelance,In-person,United States,Large,152225
2022,Data Analyst,ML/AI,Entry-Level,Full-Time,Hybrid,United Kingdom,Large,98882
2022,Data Engineer,Engineering,Mid-Level,Contract,Remote,Germany,Large,66822
2021,Data Analyst,ML/AI,Mid-Level,Freelance,Hybrid,Germany,Medium,78760
2021,Statistician,Analysis,Executive,Contract,In-person,Japan,Large,34200
2020,Data Scientist,ML/AI,Entry-Level,Contract,Remote,India,Medium,77259
2021,Machine Learning Engineer,ML/AI,Executive,Contract,Remote,Japan,Large,38527
2022,Data Scientist,Data Science,Entry-Level,Freelance,Remote,India,Large,40535
2022,Statistician,Data Science,Mid-Level,Freelance,Hybrid,Japan,Large,179016
2021,Statistician,ML/AI,Entry-Level,Part-Time,Hybrid,Japan,Small,141477
2021,Statistician,ML/AI,Entry-Level,Part-Time,Hybrid,Mexico,Small,42438
2021,Statistician,Engineering,Mid-Level,Part-Time,Remote,Germany,Large,94344
2021,Data Engineer,Data Science,Mid-Level,Part-Time,In-person,China,Small,150127
2020,Machine Learning Engineer,Engineering,Executive,Freelance,In-person,India,Small,100388
2021,Statistician,Analysis,Executive,Part-Time,Remote,China,Small,102249
2020,Statistician,Analysis,Entry-Level,Full-Time,In-person,China,Medium,91083
2022,Data Analyst,Engineering,Mid-Level,Part-Time,Remote,China,Small,61354
2021,Machine Learning Engineer,ML/AI,Executive,Full-Time,In-person,Germany,Small,154365
2020,Data Scientist,Data Science,Entry-Level,Full-Time,In-person,China,Medium,179865
2021,Machine Learning Engineer,Engineering,Executive,Contract,In-person,Mexico,Large,198138
2022,Machine Learning Engineer,Engineering,Executive,Contract,Hybrid,India,Medium,101135
2022,Machine Learning Engineer,Analysis,Executive,Contract,Hybrid,United Kingdom,Medium,193843
2022,Statistician,Data Science,Entry-Level,Part-Time,Remote,China,Small,174512
2021,Statistician,Data Science,Entry-Level,Freelance,Hybrid,China,Large,41289
2021,Data Engineer,Engineering,Executive,Full-Time,Remote,United Kingdom,Medium,139344
2020,Data Scientist,Data Science,Entry-Level,Freelance,Hybrid,China,Small,141568
2022,Data Analyst,Data Science,Entry-Level,Freelance,In-person,United Kingdom,Large,79178
2021,Machine Learning Engineer,ML/AI,Entry-Level,Part-Time,Hybrid,United States,Small,96500
2022,Data Scientist,Data Science,Entry-Level,Freelance,Hybrid,Germany,Large,147784
2022,Data Scientist,Analysis,Executive,Freelance,Hybrid,Germany,Small,79223
2020,Data Engineer,ML/AI,Entry-Level,Contract,Remote,United Kingdom,Medium,199441
2020,Data Analyst,ML/AI,Mid-Level,Contract,Remote,Japan,Medium,175256
2020,Machine Learning Engineer,ML/AI,Senior,Full-Time,In-person,Germany,Medium,98483
2020,Data Analyst,Analysis,Senior,Full-Time,In-person,India,Large,149178
2022,Data Engineer,Analysis,Mid-Level,Contract,In-person,Germany,Large,174228
2020,Statistician,Analysis,Executive,Part-Time,Hybrid,Germany,Medium,163483
2020,Data Scientist,ML/AI,Executive,Part-Time,In-person,India,Small,45674
2020,Machine Learning Engineer,Data Science,Executive,Full-Time,Remote,United Kingdom,Medium,169380
2020,Statistician,Analysis,Entry-Level,Contract,In-person,Mexico,Medium,138707
2022,Data Engineer,Engineering,Senior,Part-Time,In-person,Mexico,Medium,98460
2020,Data Analyst,Analysis,Executive,Freelance,In-person,United Kingdom,Medium,30576
2022,Data Scientist,Engineering,Senior,Full-Time,In-person,India,Large,175713
2021,Machine Learning Engineer,ML/AI,Mid-Level,Full-Time,In-person,Mexico,Large,128264
2022,Statistician,Engineering,Senior,Freelance,Remote,Germany,Large,80907
2022,Statistician,Analysis,Executive,Freelance,Hybrid,China,Small,114325
2020,Data Scientist,Analysis,Senior,Full-Time,In-person,Germany,Small,69651
2021,Data Analyst,Data Science,Mid-Level,Freelance,Hybrid,United Kingdom,Medium,123435
2021,Data Engineer,ML/AI,Senior,Part-Time,In-person,China,Small,176730
2021,Data Analyst,Engineering,Entry-Level,Full-Time,Hybrid,United States,Small,68907
2021,Data Analyst,ML/AI,Mid-Level,Part-Time,Remote,United Kingdom,Small,93917
2022,Data Analyst,Analysis,Entry-Level,Full-Time,Hybrid,India,Small,192819
2021,Data Scientist,Data Science,Entry-Level,Part-Time,In-person,China,Large,84936
2022,Data Scientist,Analysis,Executive,Contract,Hybrid,United States,Large,56178
2022,Data Engineer,Analysis,Executive,Part-Time,Hybrid,Mexico,Small,160614
2022,Data Analyst,Analysis,Senior,Freelance,In-person,United States,Small,129423
2021,Data Scientist,Engineering,Executive,Contract,Hybrid,India,Large,38000
2020,Data Engineer,Analysis,Senior,Full-Time,In-person,China,Medium,169137
2020,Data Engineer,ML/AI,Mid-Level,Part-Time,Remote,Japan,Large,138407
2021,Data Analyst,Analysis,Senior,Full-Time,In-person,United Kingdom,Medium,162157
2020,Machine Learning Engineer,Data Science,Executive,Contract,Remote,Germany,Small,79325
2020,Data Analyst,ML/AI,Senior,Freelance,Hybrid,Mexico,Small,141868
2022,Machine Learning Engineer,Analysis,Entry-Level,Freelance,In-person,China,Large,178694
2022,Data Engineer,Engineering,Executive,Freelance,Hybrid,United Kingdom,Small,156190
2021,Data Scientist,ML/AI,Entry-Level,Full-Time,Remote,India,Large,93902
2021,Statistician,Data Science,Executive,Freelance,Remote,Germany,Medium,34834
2020,Data Engineer,Data Science,Entry-Level,Freelance,Hybrid,Japan,Small,115733
2022,Data Scientist,ML/AI,Entry-Level,Full-Time,In-person,Mexico,Small,42008
2021,Data Engineer,Engineering,Executive,Full-Time,In-person,India,Medium,108498
2021,Data Analyst,Engineering,Mid-Level,Contract,In-person,United Kingdom,Large,77229
2021,Machine Learning Engineer,Engineering,Senior,Freelance,In-person,Mexico,Small,142892
2021,Data Engineer,Engineering,Executive,Contract,Remote,United States,Small,169084
2021,Data Scientist,ML/AI,Senior,Part-Time,In-person,India,Small,81125
2021,Data Analyst,Data Science,Senior,Part-Time,Hybrid,India,Small,115702
2020,Statistician,Analysis,Entry-Level,Part-Time,Remote,United Kingdom,Medium,114164
2022,Data Analyst,Analysis,Executive,Part-Time,Hybrid,Japan,Large,170921
2022,Machine Learning Engineer,ML/AI,Mid-Level,Full-Time,Hybrid,United Kingdom,Medium,43767
2021,Data Analyst,Analysis,Senior,Contract,Hybrid,United Kingdom,Large,75052
2022,Statistician,Engineering,Senior,Contract,Remote,Japan,Medium,129427
2022,Data Scientist,Data Science,Mid-Level,Full-Time,In-person,Japan,Medium,160591
2022,Data Engineer,ML/AI,Senior,Part-Time,Hybrid,India,Large,182637
2021,Machine Learning Engineer,Data Science,Executive,Contract,Hybrid,United States,Small,130547
2021,Statistician,ML/AI,Mid-Level,Freelance,In-person,United Kingdom,Small,98125
2022,Machine Learning Engineer,ML/AI,Mid-Level,Full-Time,In-person,United States,Medium,80281
2022,Data Analyst,ML/AI,Mid-Level,Full-Time,In-person,Japan,Medium,105285
2021,Machine Learning Engineer,ML/AI,Senior,Freelance,In-person,Japan,Medium,53423
2020,Statistician,Data Science,Mid-Level,Part-Time,Hybrid,United Kingdom,Small,114693
2022,Data Engineer,Analysis,Executive,Part-Time,Remote,India,Large,118860
2020,Data Engineer,ML/AI,Mid-Level,Contract,In-person,Mexico,Small,31706
2022,Machine Learning Engineer,Engineering,Senior,Freelance,In-person,United Kingdom,Medium,81753
2020,Data Scientist,ML/AI,Entry-Level,Contract,Hybrid,India,Small,123755
2020,Machine Learning Engineer,Data Science,Senior,Part-Time,In-person,Germany,Small,71334
2020,Data Analyst,ML/AI,Senior,Contract,Hybrid,India,Small,97148
2021,Data Engineer,Engineering,Entry-Level,Freelance,Hybrid,United Kingdom,Large,132601
2020,Data Engineer,Engineering,Entry-Level,Freelance,Hybrid,United Kingdom,Medium,80627
2020,Data Engineer,ML/AI,Senior,Freelance,Hybrid,India,Small,45546
2020,Data Scientist,Data Science,Mid-Level,Part-Time,In-person,United States,Medium,104581
2022,Data Scientist,Data Science,Executive,Full-Time,Remote,India,Medium,186371
2020,Statistician,ML/AI,Entry-Level,Full-Time,In-person,Germany,Small,73347
2022,Machine Learning Engineer,Engineering,Senior,Full-Time,Remote,Germany,Small,71221
2020,Machine Learning Engineer,Data Science,Executive,Contract,In-person,United States,Small,128203
2020,Data Analyst,ML/AI,Senior,Freelance,Hybrid,Germany,Small,45948
2021,Data Engineer,Data Science,Entry-Level,Part-Time,In-person,United Kingdom,Medium,55118
2022,Data Scientist,Engineering,Executive,Full-Time,Hybrid,United States,Small,133729
2020,Data Analyst,ML/AI,Senior,Full-Time,In-person,United States,Large,156677
2022,Data Analyst,ML/AI,Entry-Level,Contract,Hybrid,United States,Small,47021
2022,Data Scientist,ML/AI,Executive,Contract,Remote,China,Large,78215
2021,Machine Learning Engineer,Engineering,Senior,Full-Time,Hybrid,India,Medium,31223
2021,Data Engineer,Analysis,Entry-Level,Freelance,In-person,India,Small,197182
2021,Machine Learning Engineer,ML/AI,Senior,Freelance,Hybrid,United States,Large,120162
2021,Data Analyst,Engineering,Senior,Contract,Remote,Mexico,Large,126453
2021,Data Engineer,Data Science,Senior,Contract,Remote,Germany,Small,51526
2021,Statistician,Data Science,Mid-Level,Freelance,In-person,China,Small,68829
2021,Data Analyst,Engineering,Senior,Contract,Hybrid,China,Medium,81862
2021,Machine Learning Engineer,Analysis,Executive,Contract,In-person,United Kingdom,Medium,157048
2020,Machine Learning Engineer,Engineering,Entry-Level,Freelance,Hybrid,United Kingdom,Small,181408
2022,Machine Learning Engineer,Data Science,Entry-Level,Freelance,Remote,India,Medium,60796
2021,Data Scientist,Data Science,Mid-Level,Part-Time,In-person,Japan,Medium,188239
2021,Data Analyst,ML/AI,Mid-Level,Contract,Remote,United States,Medium,46818
2022,Data Engineer,Analysis,Mid-Level,Contract,Hybrid,Japan,Medium,199964
2020,Machine Learning Engineer,Engineering,Senior,Part-Time,Remote,United Kingdom,Small,54488
2022,Machine Learning Engineer,Data Science,Senior,Contract,Hybrid,Mexico,Small,199024
2022,Data Scientist,Data Science,Executive,Contract,In-person,India,Large,113904
2021,Data Engineer,Data Science,Entry-Level,Full-Time,Hybrid,India,Medium,174295
2022,Data Analyst,Engineering,Entry-Level,Full-Time,Hybrid,India,Small,126931
2022,Statistician,Data Science,Executive,Full-Time,In-person,India,Medium,191333
2021,Data Scientist,Analysis,Entry-Level,Part-Time,In-person,India,Medium,105520
2021,Data Analyst,ML/AI,Senior,Contract,Remote,United States,Large,98334
2021,Statistician,ML/AI,Mid-Level,Part-Time,Hybrid,China,Medium,168675
2021,Machine Learning Engineer,ML/AI,Senior,Part-Time,Hybrid,Japan,Small,141587
2022,Machine Learning Engineer,Data Science,Executive,Contract,Remote,Mexico,Large,107240
2022,Data Engineer,ML/AI,Senior,Freelance,Hybrid,China,Small,64261
2020,Statistician,Data Science,Senior,Freelance,Hybrid,United Kingdom,Medium,147367
2020,Machine Learning Engineer,ML/AI,Entry-Level,Contract,In-person,United Kingdom,Medium,45707
2022,Machine Learning Engineer,Data Science,Senior,Freelance,In-person,China,Medium,48009
2020,Data Engineer,Analysis,Executive,Full-Time,In-person,India,Large,82169
2022,Data Analyst,Analysis,Senior,Contract,Remote,India,Large,48231
2020,Machine Learning Engineer,ML/AI,Senior,Part-Time,In-person,China,Large,33246
2021,Data Scientist,ML/AI,Mid-Level,Full-Time,Remote,India,Small,59825
2020,Data Scientist,Data Science,Senior,Part-Time,In-person,China,Large,176997
2021,Data Analyst,Analysis,Senior,Freelance,Hybrid,Mexico,Large,31316
2021,Statistician,Data Science,Entry-Level,Contract,Hybrid,Germany,Small,113870
2021,Data Engineer,ML/AI,Executive,Full-Time,In-person,United Kingdom,Medium,126608
2021,Data Scientist,Engineering,Entry-Level,Contract,In-person,India,Medium,144911
2020,Data Scientist,Engineering,Mid-Level,Full-Time,Remote,Japan,Large,163098
2022,Data Analyst,Analysis,Mid-Level,Full-Time,Hybrid,Germany,Small,45289
2021,Statistician,Data Science,Executive,Full-Time,In-person,United States,Medium,132082
2020,Statistician,Data Science,Senior,Contract,In-person,Mexico,Medium,78886
2021,Data Analyst,Analysis,Entry-Level,Full-Time,Hybrid,Germany,Small,95020
2020,Data Scientist,Analysis,Senior,Full-Time,In-person,Germany,Large,69279
2020,Data Engineer,ML/AI,Executive,Contract,Hybrid,Mexico,Large,136061
2020,Data Scientist,ML/AI,Entry-Level,Part-Time,In-person,Germany,Small,115643
2022,Statistician,Data Science,Executive,Freelance,Hybrid,Japan,Medium,129827
2020,Data Scientist,Engineering,Entry-Level,Contract,Remote,Mexico,Medium,158089
2020,Data Engineer,ML/AI,Mid-Level,Contract,In-person,United Kingdom,Small,188351
2022,Machine Learning Engineer,Analysis,Senior,Full-Time,In-person,Mexico,Large,179428
2022,Data Scientist,Data Science,Entry-Level,Contract,In-person,India,Small,95200
2020,Data Analyst,Data Science,Entry-Level,Contract,Remote,Japan,Large,191115
2022,Machine Learning Engineer,Engineering,Senior,Freelance,In-person,Japan,Small,125502
2021,Data Analyst,ML/AI,Entry-Level,Contract,In-person,Mexico,Medium,173867
2021,Data Analyst,ML/AI,Senior,Full-Time,Hybrid,China,Medium,112536
2022,Data Analyst,Data Science,Senior,Freelance,In-person,India,Medium,183230
2022,Data Scientist,Data Science,Senior,Contract,In-person,China,Medium,49005
2020,Statistician,ML/AI,Executive,Full-Time,Hybrid,China,Small,140737
2022,Machine Learning Engineer,Analysis,Entry-Level,Freelance,Remote,Mexico,Small,114013
